video_name,index,texture,direction,speed,angle,brightness,contrast,stripe_contrast,background_contrast,object_enabled,object_type,num_objects,object_size,object_position,blur_enabled,blur_type,blur_intensity,blur_variation,resolution,seed
treadmill_0000_subtle_gray_stripes_stripe20_bg15_left_speed0.0_angle0_bright0.00_contr1.00_640x480_seed42.mp4,0000,subtle_gray_stripes,left,0.0,0,0.00,1.00,20,15,no,,,,,no,,,no,640x480,42
treadmill_0000_subtle_gray_stripes_stripe20_bg15_left_speed0.0_angle30_bright0.00_contr1.00_640x480_seed62.mp4,0000,subtle_gray_stripes,left,0.0,30,0.00,1.00,20,15,no,,,,,no,,,no,640x480,62
treadmill_0000_subtle_gray_stripes_stripe20_bg15_left_speed14.0_angle0_bright0.00_contr1.00_640x480_seed82.mp4,0000,subtle_gray_stripes,left,14.0,0,0.00,1.00,20,15,no,,,,,no,,,no,640x480,82
treadmill_0000_subtle_gray_stripes_stripe20_bg15_left_speed14.0_angle30_bright0.00_contr1.00_640x480_seed102.mp4,0000,subtle_gray_stripes,left,14.0,30,0.00,1.00,20,15,no,,,,,no,,,no,640x480,102
treadmill_0000_subtle_gray_stripes_stripe20_bg16_left_speed0.0_angle0_bright0.00_contr1.00_640x480_seed43.mp4,0000,subtle_gray_stripes,left,0.0,0,0.00,1.00,20,16,no,,,,,no,,,no,640x480,43
treadmill_0000_subtle_gray_stripes_stripe20_bg16_left_speed0.0_angle30_bright0.00_contr1.00_640x480_seed63.mp4,0000,subtle_gray_stripes,left,0.0,30,0.00,1.00,20,16,no,,,,,no,,,no,640x480,63
treadmill_0000_subtle_gray_stripes_stripe20_bg16_left_speed14.0_angle0_bright0.00_contr1.00_640x480_seed83.mp4,0000,subtle_gray_stripes,left,14.0,0,0.00,1.00,20,16,no,,,,,no,,,no,640x480,83
treadmill_0000_subtle_gray_stripes_stripe20_bg16_left_speed14.0_angle30_bright0.00_contr1.00_640x480_seed103.mp4,0000,subtle_gray_stripes,left,14.0,30,0.00,1.00,20,16,no,,,,,no,,,no,640x480,103
treadmill_0000_subtle_gray_stripes_stripe20_bg17_left_speed0.0_angle0_bright0.00_contr1.00_640x480_seed44.mp4,0000,subtle_gray_stripes,left,0.0,0,0.00,1.00,20,17,no,,,,,no,,,no,640x480,44
treadmill_0000_subtle_gray_stripes_stripe20_bg17_left_speed0.0_angle30_bright0.00_contr1.00_640x480_seed64.mp4,0000,subtle_gray_stripes,left,0.0,30,0.00,1.00,20,17,no,,,,,no,,,no,640x480,64
treadmill_0000_subtle_gray_stripes_stripe20_bg17_left_speed14.0_angle0_bright0.00_contr1.00_640x480_seed84.mp4,0000,subtle_gray_stripes,left,14.0,0,0.00,1.00,20,17,no,,,,,no,,,no,640x480,84
treadmill_0000_subtle_gray_stripes_stripe20_bg17_left_speed14.0_angle30_bright0.00_contr1.00_640x480_seed104.mp4,0000,subtle_gray_stripes,left,14.0,30,0.00,1.00,20,17,no,,,,,no,,,no,640x480,104
treadmill_0000_subtle_gray_stripes_stripe20_bg18_left_speed0.0_angle0_bright0.00_contr1.00_640x480_seed45.mp4,0000,subtle_gray_stripes,left,0.0,0,0.00,1.00,20,18,no,,,,,no,,,no,640x480,45
treadmill_0000_subtle_gray_stripes_stripe20_bg18_left_speed0.0_angle30_bright0.00_contr1.00_640x480_seed65.mp4,0000,subtle_gray_stripes,left,0.0,30,0.00,1.00,20,18,no,,,,,no,,,no,640x480,65
treadmill_0000_subtle_gray_stripes_stripe20_bg18_left_speed14.0_angle0_bright0.00_contr1.00_640x480_seed85.mp4,0000,subtle_gray_stripes,left,14.0,0,0.00,1.00,20,18,no,,,,,no,,,no,640x480,85
treadmill_0000_subtle_gray_stripes_stripe20_bg18_left_speed14.0_angle30_bright0.00_contr1.00_640x480_seed105.mp4,0000,subtle_gray_stripes,left,14.0,30,0.00,1.00,20,18,no,,,,,no,,,no,640x480,105
treadmill_0000_subtle_gray_stripes_stripe20_bg19_left_speed0.0_angle0_bright0.00_contr1.00_640x480_seed46.mp4,0000,subtle_gray_stripes,left,0.0,0,0.00,1.00,20,19,no,,,,,no,,,no,640x480,46
