video_name,index,texture,direction,speed,angle,brightness,contrast,stripe_contrast,background_contrast,object_enabled,object_type,num_objects,object_size,object_position,blur_enabled,blur_type,blur_intensity,blur_variation,resolution,seed
treadmill_0000_noise_left_speed0.0_angle0_bright0.00_contr1.00_640x480_seed106.mp4,0000,noise,left,0.0,0,0.00,1.00,N/A,N/A,no,,,,,no,,,no,640x480,106
treadmill_0000_noise_left_speed0.0_angle0_bright0.00_contr1.00_640x480_seed107.mp4,0000,noise,left,0.0,0,0.00,1.00,N/A,N/A,no,,,,,no,,,no,640x480,107
treadmill_0000_noise_left_speed0.0_angle0_bright0.00_contr1.00_640x480_seed108.mp4,0000,noise,left,0.0,0,0.00,1.00,N/A,N/A,no,,,,,no,,,no,640x480,108
treadmill_0000_noise_left_speed0.0_angle0_bright0.00_contr1.00_640x480_seed109.mp4,0000,noise,left,0.0,0,0.00,1.00,N/A,N/A,no,,,,,no,,,no,640x480,109
treadmill_0000_noise_left_speed0.0_angle22_bright0.00_contr1.00_640x480_seed110.mp4,0000,noise,left,0.0,22,0.00,1.00,N/A,N/A,no,,,,,no,,,no,640x480,110
treadmill_0000_noise_left_speed0.0_angle22_bright0.00_contr1.00_640x480_seed111.mp4,0000,noise,left,0.0,22,0.00,1.00,N/A,N/A,no,,,,,no,,,no,640x480,111
treadmill_0000_noise_left_speed0.0_angle22_bright0.00_contr1.00_640x480_seed112.mp4,0000,noise,left,0.0,22,0.00,1.00,N/A,N/A,no,,,,,no,,,no,640x480,112
treadmill_0000_noise_left_speed0.0_angle22_bright0.00_contr1.00_640x480_seed113.mp4,0000,noise,left,0.0,22,0.00,1.00,N/A,N/A,no,,,,,no,,,no,640x480,113
treadmill_0000_noise_left_speed0.0_angle35_bright0.00_contr1.00_640x480_seed114.mp4,0000,noise,left,0.0,35,0.00,1.00,N/A,N/A,no,,,,,no,,,no,640x480,114
treadmill_0000_noise_left_speed0.0_angle35_bright0.00_contr1.00_640x480_seed115.mp4,0000,noise,left,0.0,35,0.00,1.00,N/A,N/A,no,,,,,no,,,no,640x480,115
treadmill_0000_noise_left_speed0.0_angle35_bright0.00_contr1.00_640x480_seed116.mp4,0000,noise,left,0.0,35,0.00,1.00,N/A,N/A,no,,,,,no,,,no,640x480,116
treadmill_0000_noise_left_speed0.0_angle35_bright0.00_contr1.00_640x480_seed117.mp4,0000,noise,left,0.0,35,0.00,1.00,N/A,N/A,no,,,,,no,,,no,640x480,117
treadmill_0000_noise_left_speed0.0_angle45_bright0.00_contr1.00_640x480_seed118.mp4,0000,noise,left,0.0,45,0.00,1.00,N/A,N/A,no,,,,,no,,,no,640x480,118
treadmill_0000_noise_left_speed0.0_angle45_bright0.00_contr1.00_640x480_seed119.mp4,0000,noise,left,0.0,45,0.00,1.00,N/A,N/A,no,,,,,no,,,no,640x480,119
treadmill_0000_noise_left_speed0.0_angle45_bright0.00_contr1.00_640x480_seed120.mp4,0000,noise,left,0.0,45,0.00,1.00,N/A,N/A,no,,,,,no,,,no,640x480,120
treadmill_0000_noise_left_speed0.0_angle45_bright0.00_contr1.00_640x480_seed121.mp4,0000,noise,left,0.0,45,0.00,1.00,N/A,N/A,no,,,,,no,,,no,640x480,121
treadmill_0000_noise_left_speed14.0_angle0_bright0.00_contr1.00_640x480_seed122.mp4,0000,noise,left,14.0,0,0.00,1.00,N/A,N/A,no,,,,,no,,,no,640x480,122
